listing_id,host_id,property_type,room_type,city,country,accommodates,bedrooms,bathrooms,price_per_night,created_at,updated_at
88,491,House,Entire home,Mumbai,India,7,3,2.5,224.4,2023-02-12 00:00:00,2024-02-08 00:00:00
89,491,Apartment,Entire home,Mumbai,India,5,2,1.5,145.2,2023-02-06 00:00:00,2023-11-24 00:00:00
90,400,House,Entire home,Mexico City,Mexico,3,1,1.0,183.75,2023-01-25 00:00:00,2023-08-09 00:00:00
91,451,Loft,Entire home,Livingstone,Zambia,5,2,1.5,165.6,2023-02-10 00:00:00,2024-06-24 00:00:00
92,343,Boutique Hotel,Entire home,Dublin,Ireland,5,2,1.5,625.25,2023-01-06 00:00:00,2024-03-20 00:00:00
93,97,House,Entire home,Marrakech,Morocco,3,1,1.0,143.5,2023-01-05 00:00:00,2023-11-05 00:00:00
94,116,Condo,Entire home,Marrakech,Morocco,7,3,2.5,196.8,2023-01-10 00:00:00,2024-04-01 00:00:00
95,96,Loft,Entire home,Buenos Aires,Argentina,7,3,2.5,194.4,2023-02-13 00:00:00,2023-07-06 00:00:00
96,328,Apartment,Entire home,Seoul,South Korea,5,2,1.5,288.75,2023-01-11 00:00:00,2023-06-21 00:00:00
97,180,Boutique Hotel,Entire home,Livingstone,Zambia,5,2,1.5,219.6,2023-02-15 00:00:00,2023-07-15 00:00:00
98,393,Boutique Hotel,Entire home,Suva,Fiji,5,2,1.5,335.5,2023-02-05 00:00:00,2023-05-24 00:00:00
99,348,Apartment,Entire home,Montego Bay,Jamaica,9,4,3.5,281.75,2023-01-28 00:00:00,2024-01-29 00:00:00
100,240,Condo,Entire home,Toronto,Canada,9,4,3.5,546.0,2023-01-30 00:00:00,2023-06-02 00:00:00
101,48,Boutique Hotel,Entire home,Santiago,Chile,7,3,2.5,303.6,2023-01-29 00:00:00,2024-03-13 00:00:00
102,136,Loft,Entire home,Livingstone,Zambia,7,3,2.5,194.4,2023-01-13 00:00:00,2023-08-12 00:00:00
103,273,Condo,Entire home,Warsaw,Poland,7,3,2.5,276.0,2023-01-11 00:00:00,2024-06-24 00:00:00
104,297,House,Entire home,Toronto,Canada,5,2,1.5,419.25,2023-02-14 00:00:00,2024-05-11 00:00:00
105,310,Loft,Entire home,London,United Kingdom,9,4,3.5,666.5,2023-01-28 00:00:00,2024-01-09 00:00:00
106,244,Apartment,Entire home,New York,United States,5,2,1.5,470.25,2023-01-17 00:00:00,2024-04-08 00:00:00
107,166,Boutique Hotel,Entire home,New York,United States,5,2,1.5,869.25,2023-01-22 00:00:00,2024-01-14 00:00:00
108,465,House,Entire home,Suva,Fiji,7,3,2.5,280.5,2023-01-11 00:00:00,2023-09-03 00:00:00
109,142,Loft,Entire home,Bangkok,Thailand,3,1,1.0,180.5,2023-01-18 00:00:00,2024-02-09 00:00:00
110,220,Apartment,Entire home,London,United Kingdom,3,1,1.0,268.75,2023-02-03 00:00:00,2024-08-31 00:00:00
111,143,House,Entire home,Tokyo,Japan,9,4,3.5,560.5,2023-02-01 00:00:00,2023-08-03 00:00:00
112,207,Loft,Entire home,Singapore,Singapore,7,3,2.5,688.5,2023-01-10 00:00:00,2024-03-04 00:00:00
113,425,House,Entire home,Mumbai,India,9,4,3.5,259.6,2023-01-31 00:00:00,2024-05-19 00:00:00
114,267,Boutique Hotel,Entire home,Dublin,Ireland,3,1,1.0,543.25,2023-01-10 00:00:00,2023-04-26 00:00:00
115,137,Condo,Entire home,Toronto,Canada,3,1,1.0,312.0,2023-02-02 00:00:00,2024-02-12 00:00:00
116,45,Boutique Hotel,Entire home,Rio de Janeiro,Brazil,7,3,2.5,310.5,2023-02-08 00:00:00,2023-10-18 00:00:00
117,310,House,Entire home,London,United Kingdom,7,3,2.5,548.25,2023-01-07 00:00:00,2024-03-23 00:00:00
118,35,Boutique Hotel,Entire home,Marrakech,Morocco,5,2,1.5,250.1,2023-01-02 00:00:00,2023-07-26 00:00:00
119,259,Condo,Entire home,London,United Kingdom,7,3,2.5,516.0,2023-01-10 00:00:00,2023-07-04 00:00:00
120,79,Loft,Entire home,Suva,Fiji,3,1,1.0,209.0,2023-01-27 00:00:00,2023-08-15 00:00:00
121,478,Apartment,Entire home,Buenos Aires,Argentina,3,1,1.0,90.0,2023-01-29 00:00:00,2023-05-14 00:00:00
122,260,Condo,Entire home,Berlin,Germany,9,4,3.5,518.0,2023-01-06 00:00:00,2023-10-01 00:00:00
123,166,Loft,Entire home,New York,United States,3,1,1.0,541.5,2023-01-01 00:00:00,2023-09-06 00:00:00
124,351,Apartment,Entire home,Berlin,Germany,7,3,2.5,379.25,2023-01-30 00:00:00,2024-05-19 00:00:00
125,101,Loft,Entire home,Swakopmund,Namibia,7,3,2.5,237.6,2023-01-20 00:00:00,2024-05-23 00:00:00
126,478,House,Entire home,Buenos Aires,Argentina,7,3,2.5,183.6,2023-01-26 00:00:00,2024-07-24 00:00:00
127,23,House,Entire home,Mumbai,India,7,3,2.5,224.4,2023-01-12 00:00:00,2023-06-12 00:00:00
128,339,Apartment,Entire home,Toronto,Canada,7,3,2.5,399.75,2023-01-30 00:00:00,2024-04-03 00:00:00
129,260,Condo,Entire home,Berlin,Germany,7,3,2.5,444.0,2023-01-23 00:00:00,2023-10-13 00:00:00
130,219,Condo,Entire home,Dublin,Ireland,9,4,3.5,574.0,2023-01-07 00:00:00,2023-11-20 00:00:00
131,492,Loft,Entire home,Rome,Italy,3,1,1.0,332.5,2023-01-26 00:00:00,2023-06-11 00:00:00
132,209,Loft,Entire home,Santiago,Chile,9,4,3.5,272.8,2023-01-15 00:00:00,2023-05-05 00:00:00
133,346,Condo,Entire home,Madrid,Spain,9,4,3.5,434.0,2023-01-15 00:00:00,2023-12-23 00:00:00
134,470,Condo,Entire home,London,United Kingdom,9,4,3.5,602.0,2023-02-03 00:00:00,2023-12-08 00:00:00
135,429,Loft,Entire home,Cape Town,South Africa,9,4,3.5,303.8,2023-01-03 00:00:00,2024-01-29 00:00:00
136,130,Condo,Entire home,Sydney,Australia,3,1,1.0,328.0,2023-01-31 00:00:00,2024-05-14 00:00:00
137,461,Apartment,Entire home,Mumbai,India,5,2,1.5,145.2,2023-01-16 00:00:00,2024-01-19 00:00:00
138,331,House,Entire home,Toronto,Canada,5,2,1.5,419.25,2023-01-05 00:00:00,2024-03-21 00:00:00
139,362,Apartment,Entire home,New York,United States,3,1,1.0,356.25,2023-01-15 00:00:00,2023-11-11 00:00:00
140,433,Apartment,Entire home,Cape Town,South Africa,5,2,1.5,161.7,2023-01-16 00:00:00,2024-04-26 00:00:00
141,52,House,Entire home,Seoul,South Korea,7,3,2.5,446.25,2023-02-11 00:00:00,2024-09-16 00:00:00
142,101,Loft,Entire home,Swakopmund,Namibia,9,4,3.5,272.8,2023-01-29 00:00:00,2024-08-20 00:00:00
143,128,House,Entire home,Singapore,Singapore,3,1,1.0,446.25,2023-02-10 00:00:00,2023-09-20 00:00:00
144,88,Condo,Entire home,London,United Kingdom,9,4,3.5,602.0,2023-01-28 00:00:00,2024-07-03 00:00:00
145,396,Apartment,Entire home,Rio de Janeiro,Brazil,3,1,1.0,112.5,2023-01-11 00:00:00,2023-11-02 00:00:00
146,382,House,Entire home,New York,United States,9,4,3.5,840.75,2023-02-11 00:00:00,2024-04-11 00:00:00
147,112,House,Entire home,Toronto,Canada,9,4,3.5,575.25,2023-02-04 00:00:00,2023-08-11 00:00:00
148,402,Condo,Entire home,Mexico City,Mexico,7,3,2.5,252.0,2023-01-31 00:00:00,2024-08-22 00:00:00
149,349,House,Entire home,London,United Kingdom,7,3,2.5,548.25,2023-02-11 00:00:00,2023-12-11 00:00:00
150,166,Loft,Entire home,New York,United States,5,2,1.5,655.5,2023-02-11 00:00:00,2023-06-29 00:00:00
151,103,Condo,Entire home,Rome,Italy,3,1,1.0,280.0,2023-01-30 00:00:00,2023-12-17 00:00:00
152,438,Apartment,Entire home,Bangkok,Thailand,3,1,1.0,118.75,2023-01-07 00:00:00,2023-07-13 00:00:00
153,107,Boutique Hotel,Entire home,Auckland,New Zealand,3,1,1.0,490.25,2023-01-12 00:00:00,2024-03-22 00:00:00
154,180,Loft,Entire home,Livingstone,Zambia,5,2,1.5,165.6,2023-01-28 00:00:00,2023-08-28 00:00:00
155,249,House,Entire home,Mumbai,India,7,3,2.5,224.4,2023-01-25 00:00:00,2023-07-05 00:00:00
156,352,House,Entire home,Warsaw,Poland,9,4,3.5,339.25,2023-02-07 00:00:00,2023-08-22 00:00:00
157,209,House,Entire home,Santiago,Chile,9,4,3.5,259.6,2023-01-13 00:00:00,2024-08-14 00:00:00
158,200,Boutique Hotel,Entire home,Mexico City,Mexico,5,2,1.5,320.25,2023-01-30 00:00:00,2024-04-30 00:00:00
159,75,Loft,Entire home,Bangkok,Thailand,5,2,1.5,218.5,2023-01-15 00:00:00,2023-07-25 00:00:00
160,129,Apartment,Entire home,Madrid,Spain,3,1,1.0,193.75,2023-01-09 00:00:00,2023-04-21 00:00:00
161,386,House,Entire home,Madrid,Spain,7,3,2.5,395.25,2023-01-17 00:00:00,2024-07-05 00:00:00
162,375,Apartment,Entire home,Warsaw,Poland,3,1,1.0,143.75,2023-01-07 00:00:00,2023-12-07 00:00:00
163,175,Boutique Hotel,Entire home,Cairo,Egypt,5,2,1.5,198.25,2023-01-09 00:00:00,2023-11-11 00:00:00
164,224,Condo,Entire home,Bangkok,Thailand,7,3,2.5,228.0,2023-01-17 00:00:00,2024-06-13 00:00:00
165,472,Boutique Hotel,Entire home,Rio de Janeiro,Brazil,5,2,1.5,274.5,2023-01-09 00:00:00,2023-06-17 00:00:00
166,289,Boutique Hotel,Entire home,Auckland,New Zealand,9,4,3.5,712.25,2023-01-04 00:00:00,2023-09-11 00:00:00
167,201,House,Entire home,Mexico City,Mexico,5,2,1.5,225.75,2023-01-18 00:00:00,2024-08-24 00:00:00
168,370,Loft,Entire home,Lima,Peru,5,2,1.5,172.5,2023-02-03 00:00:00,2023-10-23 00:00:00
169,82,House,Entire home,Rio de Janeiro,Brazil,3,1,1.0,157.5,2023-02-06 00:00:00,2024-02-24 00:00:00
170,312,Apartment,Entire home,Marrakech,Morocco,3,1,1.0,102.5,2023-02-03 00:00:00,2023-09-06 00:00:00
171,51,Condo,Entire home,Dublin,Ireland,9,4,3.5,574.0,2023-01-19 00:00:00,2024-05-20 00:00:00
172,293,Apartment,Entire home,Paris,France,9,4,3.5,551.25,2023-01-04 00:00:00,2023-06-24 00:00:00
173,272,Condo,Entire home,Cairo,Egypt,7,3,2.5,156.0,2023-01-24 00:00:00,2023-11-27 00:00:00
174,254,Apartment,Entire home,Bangkok,Thailand,5,2,1.5,156.75,2023-01-20 00:00:00,2023-09-12 00:00:00
175,77,Loft,Entire home,Auckland,New Zealand,3,1,1.0,351.5,2023-02-14 00:00:00,2024-03-14 00:00:00
176,30,Boutique Hotel,Entire home,Seoul,South Korea,9,4,3.5,673.75,2023-02-06 00:00:00,2024-09-20 00:00:00
177,229,Loft,Entire home,Bangkok,Thailand,3,1,1.0,180.5,2023-01-25 00:00:00,2023-08-29 00:00:00
178,71,Condo,Entire home,Dublin,Ireland,5,2,1.5,410.0,2023-01-03 00:00:00,2024-03-27 00:00:00
179,417,Apartment,Entire home,Rio de Janeiro,Brazil,5,2,1.5,148.5,2023-01-27 00:00:00,2024-06-08 00:00:00
180,83,Apartment,Entire home,Madrid,Spain,5,2,1.5,255.75,2023-01-26 00:00:00,2024-05-18 00:00:00
181,374,Condo,Entire home,Livingstone,Zambia,5,2,1.5,144.0,2023-01-14 00:00:00,2023-12-02 00:00:00
182,368,Apartment,Entire home,Cape Town,South Africa,9,4,3.5,240.1,2023-01-04 00:00:00,2024-05-23 00:00:00
183,272,Apartment,Entire home,Cairo,Egypt,3,1,1.0,81.25,2023-01-29 00:00:00,2024-03-22 00:00:00
184,14,Condo,Entire home,Tokyo,Japan,3,1,1.0,304.0,2023-01-13 00:00:00,2023-12-31 00:00:00
185,30,Apartment,Entire home,Seoul,South Korea,5,2,1.5,288.75,2023-02-05 00:00:00,2024-02-16 00:00:00
186,356,Apartment,Entire home,Rio de Janeiro,Brazil,7,3,2.5,184.5,2023-02-09 00:00:00,2023-10-28 00:00:00
187,499,Boutique Hotel,Entire home,Auckland,New Zealand,5,2,1.5,564.25,2023-02-04 00:00:00,2024-03-10 00:00:00
188,128,Loft,Entire home,Singapore,Singapore,5,2,1.5,586.5,2023-01-16 00:00:00,2024-07-11 00:00:00
189,125,Condo,Entire home,Singapore,Singapore,7,3,2.5,612.0,2023-02-02 00:00:00,2023-06-19 00:00:00
190,470,Loft,Entire home,London,United Kingdom,3,1,1.0,408.5,2023-01-16 00:00:00,2023-12-22 00:00:00
191,491,Condo,Entire home,Mumbai,India,3,1,1.0,140.8,2023-01-28 00:00:00,2023-05-30 00:00:00
192,141,Condo,Entire home,Santiago,Chile,7,3,2.5,211.2,2023-01-23 00:00:00,2024-03-21 00:00:00
193,265,House,Entire home,Marrakech,Morocco,5,2,1.5,176.3,2023-02-03 00:00:00,2024-02-12 00:00:00
194,178,Condo,Entire home,Mumbai,India,3,1,1.0,140.8,2023-01-08 00:00:00,2023-11-06 00:00:00
195,496,Condo,Entire home,Cape Town,South Africa,9,4,3.5,274.4,2023-01-08 00:00:00,2024-04-17 00:00:00
196,105,Apartment,Entire home,London,United Kingdom,5,2,1.5,354.75,2023-01-17 00:00:00,2023-12-14 00:00:00
197,490,Apartment,Entire home,Lima,Peru,5,2,1.5,123.75,2023-01-25 00:00:00,2024-02-03 00:00:00
198,3,Boutique Hotel,Entire home,Toronto,Canada,5,2,1.5,594.75,2023-01-14 00:00:00,2024-07-08 00:00:00
199,83,Boutique Hotel,Entire home,Madrid,Spain,5,2,1.5,472.75,2023-02-13 00:00:00,2024-08-26 00:00:00
200,148,Apartment,Entire home,Singapore,Singapore,9,4,3.5,624.75,2023-02-05 00:00:00,2024-06-06 00:00:00
201,80,House,Entire home,Madrid,Spain,9,4,3.5,457.25,2023-01-28 00:00:00,2024-05-16 00:00:00
202,418,Boutique Hotel,Entire home,Madrid,Spain,5,2,1.5,472.75,2023-01-05 00:00:00,2024-06-07 00:00:00
203,500,Loft,Entire home,Bangkok,Thailand,9,4,3.5,294.5,2023-01-02 00:00:00,2024-04-02 00:00:00
204,255,Loft,Entire home,Mexico City,Mexico,3,1,1.0,199.5,2023-01-17 00:00:00,2024-05-01 00:00:00
205,345,Condo,Entire home,Rome,Italy,3,1,1.0,280.0,2023-02-14 00:00:00,2023-09-26 00:00:00
206,206,Apartment,Entire home,Cairo,Egypt,7,3,2.5,133.25,2023-02-02 00:00:00,2023-09-04 00:00:00
207,294,Loft,Entire home,Swakopmund,Namibia,7,3,2.5,237.6,2023-02-10 00:00:00,2024-07-28 00:00:00
208,140,Loft,Entire home,Auckland,New Zealand,5,2,1.5,425.5,2023-01-16 00:00:00,2023-10-25 00:00:00
209,118,Condo,Entire home,New York,United States,3,1,1.0,456.0,2023-02-09 00:00:00,2023-06-26 00:00:00
210,434,Boutique Hotel,Entire home,Swakopmund,Namibia,7,3,2.5,303.6,2023-01-30 00:00:00,2023-09-14 00:00:00
211,284,Loft,Entire home,Madrid,Spain,7,3,2.5,418.5,2023-01-08 00:00:00,2024-06-19 00:00:00
212,472,Apartment,Entire home,Rio de Janeiro,Brazil,9,4,3.5,220.5,2023-01-17 00:00:00,2024-05-29 00:00:00
213,101,Condo,Entire home,Swakopmund,Namibia,5,2,1.5,176.0,2023-02-15 00:00:00,2023-09-03 00:00:00
214,449,Loft,Entire home,Rome,Italy,3,1,1.0,332.5,2023-01-21 00:00:00,2023-07-26 00:00:00
215,310,Loft,Entire home,London,United Kingdom,5,2,1.5,494.5,2023-02-01 00:00:00,2024-01-23 00:00:00
216,9,Loft,Entire home,Madrid,Spain,9,4,3.5,480.5,2023-01-11 00:00:00,2023-09-29 00:00:00
217,80,House,Entire home,Madrid,Spain,7,3,2.5,395.25,2023-02-03 00:00:00,2024-09-05 00:00:00
218,375,Apartment,Entire home,Warsaw,Poland,5,2,1.5,189.75,2023-02-01 00:00:00,2024-01-21 00:00:00
219,397,Loft,Entire home,Auckland,New Zealand,7,3,2.5,499.5,2023-01-02 00:00:00,2024-04-13 00:00:00
220,93,House,Entire home,Lima,Peru,5,2,1.5,161.25,2023-01-07 00:00:00,2023-08-25 00:00:00
221,144,Loft,Entire home,Paris,France,7,3,2.5,607.5,2023-02-01 00:00:00,2023-05-17 00:00:00
222,239,Apartment,Entire home,Marrakech,Morocco,3,1,1.0,102.5,2023-01-09 00:00:00,2024-03-08 00:00:00
223,225,House,Entire home,Suva,Fiji,7,3,2.5,280.5,2023-01-17 00:00:00,2024-02-15 00:00:00
224,296,Loft,Entire home,Lima,Peru,3,1,1.0,142.5,2023-01-22 00:00:00,2024-01-24 00:00:00
225,118,Boutique Hotel,Entire home,New York,United States,9,4,3.5,1097.25,2023-02-08 00:00:00,2024-02-17 00:00:00
