BOOKING_ID,LISTING_ID,BOOKING_DATE,NIGHTS_BOOKED,BOOKING_AMOUNT,CLEANING_FEE,SERVICE_FEE,CANCELLATION_FEE,BOOKING_STATUS,STAY_START_DATE,CREATED_AT,UPDATED_AT
0d3668fb-f575-4b26-9e43-8a97028a8a1b,164,2024-04-04 00:00:00,14,1190.0,94,142.8,0.0,confirmed,2024-09-02 00:00:00,2024-04-03 06:00:00,2024-04-03 06:00:00
27c41617-20ba-4c3c-8b11-87fcb239010b,265,2023-10-10 00:00:00,10,3300.0,60,396.0,0.0,confirmed,2023-12-03 00:00:00,2023-10-09 06:00:00,2023-10-09 06:00:00
209ac0d1-027c-4d86-9638-e52f33127334,126,2024-01-04 00:00:00,3,357.0,131,42.84,0.0,confirmed,2024-01-07 00:00:00,2024-01-03 09:00:00,2024-01-03 09:00:00
643d7228-bb75-4951-a8c1-fa667b6ff1b9,117,2023-10-23 00:00:00,6,960.0,115,115.2,0.0,confirmed,2024-01-20 00:00:00,2023-10-22 16:00:00,2023-10-23 16:00:00
3502f20f-6cf0-4617-8dbc-071a069e97bc,187,2023-08-20 00:00:00,9,4036.5,93,484.38,403.65,cancelled,2024-01-26 00:00:00,2023-08-19 11:00:00,2023-08-19 11:00:00
5de81ad4-08de-4a87-aa4a-5946819ef39c,238,2024-03-11 00:00:00,4,3680.0,118,441.6,368.0,cancelled,2024-04-19 00:00:00,2024-03-10 18:00:00,2024-03-10 18:00:00
719e72f0-22e3-4160-95e7-ef1a689360f9,295,2023-10-07 00:00:00,7,490.0,71,58.8,0.0,confirmed,2024-02-15 00:00:00,2023-10-06 12:00:00,2023-10-06 12:00:00
b7a7489f-c5c9-445e-b495-8d4659918141,243,2024-02-07 00:00:00,13,1144.0,131,137.28,0.0,confirmed,2024-02-29 00:00:00,2024-02-06 03:00:00,2024-02-16 03:00:00
0f5ffa9b-2c61-449c-8451-079cb6fe8a8c,288,2023-05-29 00:00:00,12,1344.0,100,161.28,134.4,cancelled,2023-11-07 00:00:00,2023-05-28 07:00:00,2023-06-07 07:00:00
f117940c-c98b-46b3-a510-5c3799f6c634,444,2023-06-21 00:00:00,12,3264.0,140,391.68,0.0,confirmed,2023-08-19 00:00:00,2023-06-20 09:00:00,2023-06-23 09:00:00
4e7f0755-92a4-4ebf-81df-3bb2ed69e6de,239,2023-06-06 00:00:00,10,660.0,71,79.2,0.0,confirmed,2023-06-29 00:00:00,2023-06-05 15:00:00,2023-06-05 15:00:00
1962ece6-9db0-4283-b313-0832bd7de656,277,2024-05-04 00:00:00,2,476.0,95,57.12,0.0,confirmed,2024-08-02 00:00:00,2024-05-03 21:00:00,2024-05-03 21:00:00
22523c15-193d-4539-be26-a8ba1a1f911d,157,2024-03-27 00:00:00,2,1104.0,86,132.48,0.0,confirmed,2024-05-16 00:00:00,2024-03-26 01:00:00,2024-03-26 01:00:00
97006ef1-7af4-422b-a136-b73853173d94,306,2024-07-21 00:00:00,6,756.0,144,90.72,75.6,cancelled,2024-09-19 00:00:00,2024-07-20 13:00:00,2024-07-20 13:00:00
93b988ac-3500-4ba7-9e8f-bc1586a38150,1,2024-04-21 00:00:00,14,2394.0,149,287.28,0.0,confirmed,2024-10-09 00:00:00,2024-04-20 21:00:00,2024-04-27 21:00:00
d0086d58-68ba-40ff-a6a7-229133f41f92,438,2024-01-17 00:00:00,4,660.0,64,79.2,0.0,confirmed,2024-02-02 00:00:00,2024-01-16 10:00:00,2024-01-16 10:00:00
e461936d-197e-41da-8eed-dcaa05d94ad9,314,2023-12-12 00:00:00,11,2244.0,51,269.28,0.0,confirmed,2024-06-05 00:00:00,2023-12-11 15:00:00,2023-12-11 15:00:00
58410079-9081-4ab2-9526-c3221e91bd00,148,2024-04-24 00:00:00,10,1705.0,45,204.6,0.0,confirmed,2024-06-15 00:00:00,2024-04-23 09:00:00,2024-04-23 09:00:00
6d8ea48e-6fb2-4315-a17b-d58f31ec2a8a,413,2023-12-30 00:00:00,10,760.0,110,91.2,0.0,confirmed,2024-04-17 00:00:00,2023-12-29 17:00:00,2023-12-29 17:00:00
c974a633-3112-4fbc-bbe2-a0f7d5dbd477,108,2023-12-22 00:00:00,13,589.94,92,70.79,0.0,confirmed,2024-02-16 00:00:00,2023-12-21 07:00:00,2023-12-21 07:00:00
cf6dcaed-0145-4a81-af98-da9b697dd832,392,2024-05-11 00:00:00,14,1568.0,83,188.16,0.0,confirmed,2024-07-15 00:00:00,2024-05-10 18:00:00,2024-05-18 18:00:00
2b6f0e8c-a459-459d-840b-b01a23e68d1c,152,2023-07-20 00:00:00,5,2025.0,102,243.0,0.0,confirmed,2023-11-29 00:00:00,2023-07-19 03:00:00,2023-07-19 03:00:00
64389f65-6942-45af-b74f-ff5eebb39594,112,2023-06-14 00:00:00,12,4752.0,138,570.24,0.0,confirmed,2023-08-05 00:00:00,2023-06-13 15:00:00,2023-06-13 15:00:00
e3500699-1451-46ca-976a-85842d2a846c,397,2024-06-14 00:00:00,9,1707.75,115,204.93,170.78,cancelled,2024-10-28 00:00:00,2024-06-13 13:00:00,2024-06-13 13:00:00
8cb2cd88-8a7e-4a80-bb0c-06d88893290e,375,2023-08-16 00:00:00,6,693.0,67,83.16,69.3,cancelled,2023-09-07 00:00:00,2023-08-15 07:00:00,2023-08-15 07:00:00
957475f9-e653-47fa-8f5a-a28dbd6d6ce6,20,2023-03-24 00:00:00,6,798.0,131,95.76,79.8,cancelled,2023-06-06 00:00:00,2023-03-23 19:00:00,2023-03-23 19:00:00
d20c85df-d288-4ad0-89b8-56a8109bae2c,100,2024-03-19 00:00:00,2,228.0,118,27.36,0.0,confirmed,2024-09-03 00:00:00,2024-03-18 23:00:00,2024-03-18 23:00:00
33c22084-b174-4b95-bcdf-7683a01e16e9,276,2023-09-16 00:00:00,11,1567.5,103,188.1,0.0,confirmed,2023-10-05 00:00:00,2023-09-15 01:00:00,2023-09-15 01:00:00
46974c1c-0775-49f0-a069-1ca48ebecdde,258,2024-01-10 00:00:00,14,4921.0,117,590.52,492.1,cancelled,2024-05-22 00:00:00,2024-01-09 13:00:00,2024-01-09 13:00:00
771617bb-4fb0-4652-86e0-470f93339d4e,158,2023-11-27 00:00:00,4,814.0,96,97.68,0.0,confirmed,2024-02-25 00:00:00,2023-11-26 13:00:00,2023-11-26 13:00:00
b1960d28-6d1f-441f-8619-0ce6f5e0fc89,287,2024-02-14 00:00:00,10,900.0,108,108.0,0.0,confirmed,2024-04-15 00:00:00,2024-02-13 03:00:00,2024-02-13 03:00:00
2abd2b6b-7ca3-46a4-8049-58282af10a62,226,2023-07-25 00:00:00,14,3360.0,83,403.2,0.0,confirmed,2023-08-09 00:00:00,2023-07-24 11:00:00,2023-07-24 11:00:00
46f477fb-a168-4836-8403-c41ce23cefbf,401,2023-08-18 00:00:00,13,3328.0,80,399.36,0.0,confirmed,2023-08-28 00:00:00,2023-08-17 10:00:00,2023-08-17 10:00:00
a4930b20-899a-4ede-b647-27ff20570d0b,385,2023-07-31 00:00:00,9,2016.0,99,241.92,201.6,cancelled,2023-10-30 00:00:00,2023-07-30 08:00:00,2023-08-01 08:00:00
fae9b129-fb1a-4fc2-91e0-f6f543673522,331,2023-11-23 00:00:00,1,85.0,122,10.2,8.5,cancelled,2024-01-16 00:00:00,2023-11-22 16:00:00,2023-11-22 16:00:00
9b730344-6008-4293-98af-8d841f60f3b7,244,2023-12-05 00:00:00,12,1980.0,118,237.6,0.0,confirmed,2024-04-14 00:00:00,2023-12-04 23:00:00,2023-12-04 23:00:00
bb950d17-dac2-415b-83ca-6365959fc464,427,2023-04-21 00:00:00,7,532.0,139,63.84,53.2,cancelled,2023-07-15 00:00:00,2023-04-20 11:00:00,2023-04-20 11:00:00
d558f460-4225-4711-a1f8-9227a0fb0336,309,2024-03-15 00:00:00,3,470.25,124,56.43,47.03,cancelled,2024-06-16 00:00:00,2024-03-14 22:00:00,2024-03-14 22:00:00
9ae4dec5-2e3b-4957-9a3c-33ba253e1f60,321,2023-12-03 00:00:00,8,1872.0,131,224.64,187.2,cancelled,2024-03-24 00:00:00,2023-12-02 00:00:00,2023-12-02 00:00:00
e2125607-9d6c-40b0-9e64-1665b6063dff,81,2024-01-11 00:00:00,4,572.0,66,68.64,0.0,confirmed,2024-07-02 00:00:00,2024-01-10 06:00:00,2024-01-15 06:00:00
256bf37f-de79-43e4-9c71-45a9458260a8,467,2023-10-29 00:00:00,7,1792.0,102,215.04,0.0,confirmed,2023-11-07 00:00:00,2023-10-28 04:00:00,2023-10-28 04:00:00
42f75a46-b34a-4aff-9dfe-d18fe69b9bb1,359,2024-06-12 00:00:00,2,140.24,52,16.83,0.0,confirmed,2024-12-05 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
ff12e841-9a01-42ee-8379-1d3b1f5c82d5,104,2024-01-15 00:00:00,6,546.0,138,65.52,0.0,confirmed,2024-02-20 00:00:00,2024-01-14 21:00:00,2024-01-18 21:00:00
de4ff072-995e-4359-a89f-e80933c7c38c,309,2024-01-03 00:00:00,5,783.75,120,94.05,0.0,confirmed,2024-03-25 00:00:00,2024-01-02 21:00:00,2024-01-05 21:00:00
e35a5798-6b27-4fa0-a8d1-a246d6d66ac1,179,2023-07-04 00:00:00,10,5120.0,135,614.4,0.0,confirmed,2023-12-16 00:00:00,2023-07-03 08:00:00,2023-07-09 08:00:00
b4e58e9f-1a5e-40b3-982f-1e6c993c1559,164,2024-04-04 00:00:00,8,680.0,113,81.6,0.0,confirmed,2024-05-25 00:00:00,2024-04-03 13:00:00,2024-04-03 13:00:00
2fafccb6-d117-4cee-8d9d-3da3de75130f,100,2024-07-13 00:00:00,13,1482.0,115,177.84,0.0,confirmed,2024-10-26 00:00:00,2024-07-12 13:00:00,2024-07-12 13:00:00
3c8e0a0f-5937-4fbf-b2eb-ccc659f2c8c6,178,2024-04-05 00:00:00,13,2707.25,49,324.87,270.73,cancelled,2024-08-16 00:00:00,2024-04-04 02:00:00,2024-04-04 02:00:00
d4f12ef5-d116-4901-b78d-da5fed185d0e,206,2023-11-03 00:00:00,7,1529.5,121,183.54,0.0,confirmed,2023-11-06 00:00:00,2023-11-02 00:00:00,2023-11-02 00:00:00
5ee854b9-9183-4d24-9680-ea14888d0c47,328,2023-06-21 00:00:00,10,2660.0,86,319.2,266.0,cancelled,2023-11-03 00:00:00,2023-06-20 05:00:00,2023-06-20 05:00:00
8f68bfa9-a350-4f9e-98b6-77cf076f24a4,90,2023-09-17 00:00:00,2,624.0,83,74.88,0.0,confirmed,2023-11-11 00:00:00,2023-09-16 23:00:00,2023-09-26 23:00:00
8181a8aa-dc51-4368-8de1-c6aed430afe9,189,2024-05-03 00:00:00,4,231.0,99,27.72,0.0,confirmed,2024-08-18 00:00:00,2024-05-02 04:00:00,2024-05-02 04:00:00
fcd1a37b-ee2f-40ab-b4e5-3918c8a5918f,149,2023-11-06 00:00:00,9,4608.0,104,552.96,0.0,confirmed,2023-11-11 00:00:00,2023-11-05 09:00:00,2023-11-05 09:00:00
b1802ced-999f-4bdf-948a-056ffb214e6e,266,2023-08-27 00:00:00,11,1402.5,147,168.3,0.0,confirmed,2023-10-21 00:00:00,2023-08-26 04:00:00,2023-08-26 04:00:00
e4b61858-a7cc-448a-a25c-8b1a0276c0c7,139,2024-04-14 00:00:00,10,1330.0,138,159.6,0.0,confirmed,2024-09-08 00:00:00,2024-04-13 13:00:00,2024-04-13 13:00:00
f96b3565-fc50-4ec6-8b41-6eb9ba3efa6f,329,2023-11-08 00:00:00,9,1968.75,94,236.25,0.0,confirmed,2023-12-23 00:00:00,2023-11-07 02:00:00,2023-11-07 02:00:00
a4c39976-ced9-4a1f-8a54-7aae00597cb9,498,2024-04-22 00:00:00,12,1680.0,112,201.6,168.0,cancelled,2024-10-02 00:00:00,2024-04-21 15:00:00,2024-04-21 15:00:00
0706124f-db25-43cd-8f25-2445e97c717d,468,2023-12-09 00:00:00,3,136.14,112,16.34,0.0,confirmed,2023-12-24 00:00:00,2023-12-08 11:00:00,2023-12-14 11:00:00
c7798114-e852-4c8a-9a43-f86f52dd21ca,177,2023-07-16 00:00:00,10,4140.0,99,496.8,0.0,confirmed,2023-10-20 00:00:00,2023-07-15 00:00:00,2023-07-15 00:00:00
48024327-81ba-4a06-86f3-1c9adfdf3d82,261,2023-10-31 00:00:00,11,2860.0,79,343.2,0.0,confirmed,2023-12-19 00:00:00,2023-10-30 04:00:00,2023-10-30 04:00:00
531cd752-65fb-4757-a434-1dd91c1e5022,160,2024-03-20 00:00:00,1,187.0,81,22.44,0.0,confirmed,2024-04-05 00:00:00,2024-03-19 03:00:00,2024-03-29 03:00:00
9a0274d7-7af2-4739-9d49-afa08c8a3699,24,2023-09-30 00:00:00,7,1260.0,130,151.2,0.0,confirmed,2023-11-10 00:00:00,2023-09-29 11:00:00,2023-09-29 11:00:00
f6da0d4c-47ad-4982-bb9e-92b6bf093263,468,2024-01-18 00:00:00,1,45.38,126,5.45,4.54,cancelled,2024-04-10 00:00:00,2024-01-17 15:00:00,2024-01-17 15:00:00
d90bdeed-ef14-4244-be1f-75a4f556b8cb,138,2024-04-11 00:00:00,9,1150.92,125,138.11,0.0,confirmed,2024-08-01 00:00:00,2024-04-10 03:00:00,2024-04-10 03:00:00
d1752d3c-c2f5-4442-a0e5-fc6aeb3fa139,322,2024-04-04 00:00:00,5,350.6,139,42.07,0.0,confirmed,2024-05-28 00:00:00,2024-04-03 09:00:00,2024-04-03 09:00:00
4653da9c-1fd8-43c5-80ea-433f29683bb6,338,2024-02-01 00:00:00,4,672.0,55,80.64,67.2,cancelled,2024-02-26 00:00:00,2024-01-31 08:00:00,2024-02-05 08:00:00
31c994df-63b7-4b23-b5d0-104005c68647,261,2023-11-16 00:00:00,6,1560.0,147,187.2,156.0,cancelled,2024-04-19 00:00:00,2023-11-15 13:00:00,2023-11-15 13:00:00
0ccda875-d865-442d-b82b-e015df95fa4f,397,2024-04-02 00:00:00,12,2277.0,98,273.24,227.7,cancelled,2024-08-05 00:00:00,2024-04-01 07:00:00,2024-04-01 07:00:00
450f6b95-6f2c-45fc-aeea-cff6aa98d64c,243,2024-03-20 00:00:00,12,1056.0,69,126.72,0.0,confirmed,2024-05-01 00:00:00,2024-03-19 10:00:00,2024-03-19 10:00:00
c5d5c487-8df9-4f6b-8698-7750586f4547,196,2024-01-26 00:00:00,5,948.75,64,113.85,94.88,cancelled,2024-07-02 00:00:00,2024-01-25 10:00:00,2024-01-25 10:00:00
8cdfdd1d-852d-46e0-91b3-f8c47ef38090,282,2023-05-16 00:00:00,2,736.0,104,88.32,0.0,confirmed,2023-06-01 00:00:00,2023-05-15 18:00:00,2023-05-25 18:00:00
5dc1331b-423a-4df3-a46f-beed52bdaa6e,426,2024-02-06 00:00:00,14,1905.68,143,228.68,0.0,confirmed,2024-03-23 00:00:00,2024-02-05 23:00:00,2024-02-05 23:00:00
736d15ba-9fb2-4e30-b7c3-5b122206dd08,486,2023-05-26 00:00:00,3,264.0,83,31.68,0.0,confirmed,2023-07-31 00:00:00,2023-05-25 00:00:00,2023-05-25 00:00:00
290ab598-c8c4-4e5b-9d34-a6017f5e04d3,423,2024-06-09 00:00:00,11,2310.0,125,277.2,0.0,confirmed,2024-09-07 00:00:00,2024-06-08 04:00:00,2024-06-08 04:00:00
3092972b-c444-4072-b52a-c0f9a62c69aa,143,2023-07-24 00:00:00,1,80.0,49,9.6,0.0,confirmed,2023-10-04 00:00:00,2023-07-23 17:00:00,2023-07-23 17:00:00
4341305c-90a1-4d78-9587-e01996622033,120,2023-09-21 00:00:00,7,465.5,66,55.86,0.0,confirmed,2023-10-01 00:00:00,2023-09-20 03:00:00,2023-09-26 03:00:00
79ab8016-28bf-4612-966f-85ab6e7220a2,309,2023-12-18 00:00:00,4,627.0,63,75.24,0.0,confirmed,2024-03-16 00:00:00,2023-12-17 17:00:00,2023-12-17 17:00:00
ed78f21b-0611-42b5-b1cd-f30c1bab4094,415,2023-07-13 00:00:00,5,3910.0,84,469.2,0.0,confirmed,2023-11-20 00:00:00,2023-07-12 23:00:00,2023-07-12 23:00:00
8137f8db-b28e-4bf0-8081-f7e846c25101,222,2023-09-07 00:00:00,2,460.0,56,55.2,46.0,cancelled,2024-01-22 00:00:00,2023-09-06 05:00:00,2023-09-06 05:00:00
93a7536b-e5ca-4c24-9fa3-0e02dc0c5490,60,2023-11-25 00:00:00,10,1320.0,65,158.4,0.0,confirmed,2024-01-28 00:00:00,2023-11-24 21:00:00,2023-11-24 21:00:00
5a348876-13fa-4b09-9abd-06cf49d3b99b,253,2023-05-29 00:00:00,14,2695.0,100,323.4,0.0,confirmed,2023-10-16 00:00:00,2023-05-28 20:00:00,2023-05-28 20:00:00
70524ab6-488f-459d-b6c4-8d0081e07502,280,2024-03-10 00:00:00,4,1056.0,146,126.72,0.0,confirmed,2024-05-31 00:00:00,2024-03-09 09:00:00,2024-03-09 09:00:00
5a5a2572-e90b-40e5-9f3a-17d683804741,15,2023-08-15 00:00:00,5,1155.0,63,138.6,115.5,cancelled,2023-12-30 00:00:00,2023-08-14 11:00:00,2023-08-23 11:00:00
ee36b69a-a59a-4bae-8041-47ebc4966843,4,2023-11-14 00:00:00,11,3135.0,100,376.2,0.0,confirmed,2024-04-26 00:00:00,2023-11-13 16:00:00,2023-11-13 16:00:00
3202dc5e-d8da-409d-85f3-ff59cd25c18b,444,2023-11-03 00:00:00,1,272.0,139,32.64,0.0,confirmed,2024-04-15 00:00:00,2023-11-02 17:00:00,2023-11-02 17:00:00
9e1f01e7-33af-4a84-97b5-4e0cb0367a2e,422,2023-11-11 00:00:00,1,229.5,107,27.54,0.0,confirmed,2023-12-15 00:00:00,2023-11-10 11:00:00,2023-11-10 11:00:00
dc9d509a-3440-4fbe-b754-d1a2196a3e50,346,2023-05-18 00:00:00,8,1280.0,111,153.6,128.0,cancelled,2023-09-19 00:00:00,2023-05-17 14:00:00,2023-05-27 14:00:00
3f50b95c-dbe1-4ed9-b24e-8b57c5ee79ef,163,2023-07-05 00:00:00,8,5520.0,131,662.4,552.0,cancelled,2023-07-11 00:00:00,2023-07-04 17:00:00,2023-07-10 17:00:00
2335d683-9ea2-486e-852f-9bd6778acdfa,261,2023-12-19 00:00:00,4,1040.0,147,124.8,0.0,confirmed,2024-01-30 00:00:00,2023-12-18 05:00:00,2023-12-21 05:00:00
e26380ae-4c63-40a0-9ef0-6c25b4291cf5,491,2023-12-16 00:00:00,9,2142.0,50,257.04,214.2,cancelled,2024-01-14 00:00:00,2023-12-15 22:00:00,2023-12-15 22:00:00
20490211-37f7-4b1a-8ae2-f2d75c41b204,397,2024-01-10 00:00:00,11,2087.25,43,250.47,0.0,confirmed,2024-05-25 00:00:00,2024-01-09 19:00:00,2024-01-09 19:00:00
214e2437-2994-4302-87e2-969a786b4a34,81,2023-11-01 00:00:00,8,1144.0,76,137.28,0.0,confirmed,2024-01-13 00:00:00,2023-10-31 11:00:00,2023-11-02 11:00:00
fd04a382-fcd3-491e-8234-4d55f9819094,437,2024-01-09 00:00:00,8,1760.0,110,211.2,176.0,cancelled,2024-01-22 00:00:00,2024-01-08 04:00:00,2024-01-08 04:00:00
b43b8255-dbb4-4faf-a84c-66691493e772,366,2023-10-05 00:00:00,5,805.0,127,96.6,80.5,cancelled,2024-03-16 00:00:00,2023-10-04 23:00:00,2023-10-04 23:00:00
ba192eed-e9bf-4613-950a-7ed421890278,205,2024-02-10 00:00:00,3,855.0,147,102.6,0.0,confirmed,2024-03-15 00:00:00,2024-02-09 06:00:00,2024-02-09 06:00:00
74d7976e-6397-4df7-b008-82e9c29a5b54,260,2023-09-09 00:00:00,11,1463.0,132,175.56,0.0,confirmed,2023-10-28 00:00:00,2023-09-08 20:00:00,2023-09-08 20:00:00
99e1f77a-fe05-4ea9-8e87-9cec804f4d04,347,2024-04-14 00:00:00,4,2112.0,41,253.44,0.0,confirmed,2024-09-13 00:00:00,2024-04-13 03:00:00,2024-04-13 03:00:00
4ec15965-0e55-443c-add7-1fc71cb2140b,214,2023-08-09 00:00:00,13,4290.0,89,514.8,0.0,confirmed,2023-10-11 00:00:00,2023-08-08 09:00:00,2023-08-08 09:00:00
5f78911f-6274-4540-b8a9-e09e76b27146,154,2023-04-30 00:00:00,5,550.0,66,66.0,0.0,confirmed,2023-06-07 00:00:00,2023-04-29 04:00:00,2023-04-29 04:00:00
2dfa424a-f108-4b5b-a166-85c7c3684261,348,2023-09-30 00:00:00,4,220.0,70,26.4,0.0,confirmed,2024-01-08 00:00:00,2023-09-29 07:00:00,2023-09-29 07:00:00
542c436e-8566-4848-96c0-a5ce5d9c1773,118,2024-05-09 00:00:00,5,1600.0,120,192.0,0.0,confirmed,2024-10-29 00:00:00,2024-05-08 02:00:00,2024-05-08 02:00:00
0754159f-ec71-4ce9-8347-01569412dd1e,443,2023-06-07 00:00:00,12,2394.0,96,287.28,239.4,cancelled,2023-09-20 00:00:00,2023-06-06 23:00:00,2023-06-06 23:00:00
7adc3547-80b5-4308-8865-26e175e421c9,147,2023-10-03 00:00:00,1,104.5,113,12.54,10.45,cancelled,2023-11-08 00:00:00,2023-10-02 05:00:00,2023-10-02 05:00:00
59267bea-6f50-4abe-add1-fc6939de62cf,325,2023-07-02 00:00:00,10,2880.0,90,345.6,0.0,confirmed,2023-10-12 00:00:00,2023-07-01 05:00:00,2023-07-01 05:00:00
875ca6d1-3909-4418-82e3-5fd525f6dd06,162,2024-03-07 00:00:00,11,1237.5,100,148.5,123.75,cancelled,2024-08-30 00:00:00,2024-03-06 06:00:00,2024-03-06 06:00:00
fcf3a73a-ebcd-4218-81b2-13191d75386a,105,2023-11-02 00:00:00,4,308.0,142,36.96,30.8,cancelled,2024-03-13 00:00:00,2023-11-01 02:00:00,2023-11-01 02:00:00
7e2a58fc-c81f-4dde-bfb9-867905d1d509,193,2023-11-28 00:00:00,5,977.5,78,117.3,0.0,confirmed,2023-11-30 00:00:00,2023-11-27 06:00:00,2023-11-29 06:00:00
d950e9a6-1296-4814-b4cf-e71e38033ee4,480,2023-09-13 00:00:00,11,1232.0,136,147.84,0.0,confirmed,2023-09-19 00:00:00,2023-09-12 11:00:00,2023-09-12 11:00:00
3fb736db-1031-4d74-b4ef-83eec3e6dbeb,86,2023-08-05 00:00:00,9,2592.0,125,311.04,0.0,confirmed,2023-12-26 00:00:00,2023-08-04 01:00:00,2023-08-04 01:00:00
2db73121-4f51-4aa1-87aa-b76c7f9147f5,492,2023-11-28 00:00:00,6,1344.0,62,161.28,0.0,confirmed,2024-03-11 00:00:00,2023-11-27 12:00:00,2023-12-01 12:00:00
b9da1054-a092-49c8-b0e9-49434037529f,250,2024-03-05 00:00:00,3,816.0,129,97.92,0.0,confirmed,2024-04-02 00:00:00,2024-03-04 11:00:00,2024-03-04 11:00:00
2de68636-0729-4cc8-9292-19664b6ebae9,100,2024-07-24 00:00:00,5,570.0,141,68.4,57.0,cancelled,2024-12-09 00:00:00,2024-07-23 19:00:00,2024-07-23 19:00:00
1128dd21-9a8b-403c-8c93-81b2dc859c91,464,2023-07-31 00:00:00,13,2080.0,127,249.6,0.0,confirmed,2023-08-16 00:00:00,2023-07-30 09:00:00,2023-07-30 09:00:00
dad3b973-f848-4957-b861-45e8836046e9,131,2023-11-30 00:00:00,6,1920.0,114,230.4,192.0,cancelled,2024-02-29 00:00:00,2023-11-29 05:00:00,2023-11-29 05:00:00
53167e55-2b94-46fa-a751-8268058a3348,42,2023-02-28 00:00:00,4,918.0,85,110.16,0.0,confirmed,2023-04-12 00:00:00,2023-02-27 20:00:00,2023-03-09 20:00:00
813fddef-3580-45c0-87bb-845816bb4972,301,2024-02-25 00:00:00,12,841.44,54,100.97,0.0,confirmed,2024-06-29 00:00:00,2024-02-24 02:00:00,2024-02-24 02:00:00
fc4b0f78-248a-47d5-8c08-0c6701a3b20b,155,2024-02-09 00:00:00,12,1716.0,115,205.92,0.0,confirmed,2024-04-13 00:00:00,2024-02-08 21:00:00,2024-02-08 21:00:00
7866577f-5da6-4293-9692-9f5c10c3f585,334,2024-03-27 00:00:00,13,1173.25,58,140.79,0.0,confirmed,2024-07-02 00:00:00,2024-03-26 02:00:00,2024-03-26 02:00:00
49eb6b49-19f4-4ef1-bdac-d7996553a9a1,178,2023-12-28 00:00:00,12,2499.0,56,299.88,0.0,confirmed,2024-02-19 00:00:00,2023-12-27 22:00:00,2023-12-27 22:00:00
